age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,age_group
38,blue-collar,married,1,0,630,1,0,unknown,23,5,0.06,3,-1,0,unknown,0,25-50yrs
44,services,single,2,0,618,0,0,cellular,12,5,0.05,1,-1,0,unknown,1,25-50yrs
27,services,single,3,1,-152,1,1,cellular,15,5,0.0,4,-1,0,unknown,0,25-50yrs
27,blue-collar,single,2,1,-233,1,0,cellular,6,5,0.2,1,-1,0,unknown,0,25-50yrs
47,blue-collar,divorced,2,0,-4,1,0,cellular,16,7,0.02,1,-1,0,unknown,0,25-50yrs
44,management,married,3,0,119,1,0,cellular,10,7,0.02,1,-1,0,unknown,0,25-50yrs
44,blue-collar,married,2,0,1127,0,0,cellular,16,6,0.11,1,-1,0,unknown,0,25-50yrs
26,technician,single,3,0,170,1,0,cellular,10,7,0.13,1,-1,0,unknown,0,25-50yrs
21,blue-collar,single,2,0,820,1,0,unknown,27,6,0.08,2,-1,0,unknown,0,under 25yrs
23,management,single,3,0,2605,1,0,unknown,7,5,0.08,6,-1,0,unknown,0,under 25yrs
29,blue-collar,married,1,1,-303,1,1,unknown,4,6,0.08,3,-1,0,unknown,0,25-50yrs
39,blue-collar,single,0,0,3583,0,0,unknown,5,6,0.03,2,-1,0,unknown,0,25-50yrs
59,self-employed,married,3,0,1059,0,0,cellular,29,8,0.03,2,-1,0,unknown,0,above 50yrs
36,blue-collar,married,1,0,-402,0,0,unknown,21,5,0.05,6,-1,0,unknown,0,25-50yrs
41,technician,divorced,2,0,586,1,0,unknown,19,6,0.06,1,-1,0,unknown,0,25-50yrs
44,blue-collar,married,1,0,582,0,0,cellular,21,7,0.02,2,-1,0,unknown,0,25-50yrs
31,management,single,3,0,15,0,0,cellular,11,8,0.03,2,-1,0,unknown,0,25-50yrs
31,technician,single,3,0,7005,0,0,cellular,26,8,0.05,4,-1,0,unknown,0,25-50yrs
38,services,married,2,0,0,1,1,cellular,11,7,0.05,2,-1,0,unknown,0,25-50yrs
54,blue-collar,married,1,0,950,1,0,unknown,15,5,0.08,2,-1,0,unknown,0,above 50yrs
33,technician,single,2,0,671,0,0,cellular,8,8,0.01,2,-1,0,unknown,0,25-50yrs
44,housemaid,married,1,0,398,0,0,cellular,7,7,0.05,3,-1,0,unknown,0,25-50yrs
38,technician,single,2,0,0,1,0,cellular,7,4,0.05,2,-1,0,unknown,0,25-50yrs
37,blue-collar,divorced,1,0,139,1,0,unknown,7,5,0.02,1,-1,0,unknown,0,25-50yrs
50,services,single,2,0,72,0,0,unknown,8,5,0.04,2,-1,0,unknown,0,25-50yrs
35,technician,divorced,2,0,213,0,0,cellular,8,8,0.01,2,-1,0,unknown,0,25-50yrs
48,blue-collar,married,2,0,264,0,0,cellular,6,2,0.12,2,-1,0,unknown,0,25-50yrs
38,entrepreneur,married,2,0,868,0,0,cellular,20,11,0.13,2,-1,0,unknown,0,25-50yrs
45,management,married,2,0,446,0,0,cellular,6,8,0.08,3,-1,0,unknown,1,25-50yrs
39,management,married,3,0,2939,0,0,cellular,6,10,0.17,1,99,3,failure,1,25-50yrs
60,retired,married,1,0,420,0,0,cellular,19,8,0.07,2,-1,0,unknown,0,above 50yrs
31,management,single,3,0,69,0,0,cellular,11,8,0.07,2,-1,0,unknown,0,25-50yrs
54,technician,married,2,0,472,1,1,unknown,17,11,0.06,2,150,1,failure,0,above 50yrs
44,admin.,single,2,0,-84,1,0,unknown,8,5,0.01,3,-1,0,unknown,0,25-50yrs
45,services,single,2,0,1757,1,0,cellular,20,4,0.28,3,326,1,other,0,25-50yrs
37,unemployed,single,3,0,953,1,0,cellular,2,2,0.03,1,155,5,failure,0,25-50yrs
42,unemployed,married,2,0,1289,0,0,cellular,15,7,0.07,4,415,2,failure,1,25-50yrs
50,unknown,married,0,0,1533,0,0,cellular,4,8,0.04,1,-1,0,unknown,0,25-50yrs
54,housemaid,married,2,0,736,1,0,cellular,16,4,0.07,1,331,1,failure,0,above 50yrs
53,technician,married,2,0,1225,0,0,cellular,6,8,0.02,2,-1,0,unknown,0,above 50yrs
59,management,married,3,0,2540,0,0,cellular,16,7,0.4,5,-1,0,unknown,0,above 50yrs
30,admin.,divorced,2,0,78,1,0,cellular,24,7,0.04,1,-1,0,unknown,0,25-50yrs
37,blue-collar,single,1,0,0,0,0,unknown,5,6,0.01,1,-1,0,unknown,0,25-50yrs
32,self-employed,married,2,0,1942,1,0,unknown,30,5,0.02,9,-1,0,unknown,0,25-50yrs
56,technician,divorced,2,0,1480,1,1,cellular,5,2,0.16,1,-1,0,unknown,0,above 50yrs
28,student,single,2,0,1377,1,0,cellular,14,5,0.19,2,-1,0,unknown,1,25-50yrs
32,management,married,2,0,3935,1,0,unknown,29,5,0.04,2,-1,0,unknown,0,25-50yrs
34,management,married,3,0,5973,1,0,cellular,13,7,0.09,3,-1,0,unknown,0,25-50yrs
56,management,married,3,0,6475,0,0,cellular,25,7,0.06,3,-1,0,unknown,0,above 50yrs
46,entrepreneur,married,3,0,9,0,0,cellular,8,4,0.04,6,-1,0,unknown,0,25-50yrs
72,retired,married,3,0,3561,0,0,telephone,15,9,0.14,3,184,7,success,1,above 50yrs
26,student,single,2,0,268,1,0,unknown,20,5,0.02,2,-1,0,unknown,0,25-50yrs
54,technician,divorced,2,0,2868,0,0,cellular,18,11,0.01,1,-1,0,unknown,0,above 50yrs
34,services,married,2,0,0,0,0,cellular,7,7,0.04,3,-1,0,unknown,0,25-50yrs
57,housemaid,married,1,0,1183,0,0,cellular,19,8,0.03,4,-1,0,unknown,0,above 50yrs
39,management,single,2,0,120,0,0,unknown,12,6,0.02,1,-1,0,unknown,0,25-50yrs
29,blue-collar,married,2,0,125,1,0,unknown,13,5,0.01,1,-1,0,unknown,0,25-50yrs
31,services,single,2,0,0,1,0,unknown,28,5,0.06,2,-1,0,unknown,0,25-50yrs
40,services,single,2,0,1547,1,0,cellular,12,5,0.02,2,173,1,success,0,25-50yrs
37,technician,married,2,0,183,1,0,unknown,12,5,0.05,2,-1,0,unknown,0,25-50yrs
51,blue-collar,divorced,1,0,155,1,1,cellular,9,4,0.06,1,142,1,failure,0,above 50yrs
52,technician,married,2,0,279,0,1,cellular,2,2,0.02,1,203,3,failure,0,above 50yrs
24,technician,single,2,0,393,1,1,cellular,20,4,0.2,1,-1,0,unknown,0,under 25yrs
41,unknown,single,3,0,1567,0,0,cellular,1,7,0.08,2,-1,0,unknown,0,25-50yrs
44,services,married,2,0,646,1,0,unknown,3,6,0.05,4,-1,0,unknown,0,25-50yrs
46,management,married,2,0,5559,0,0,unknown,17,6,0.13,1,-1,0,unknown,0,25-50yrs
55,blue-collar,married,1,0,419,0,0,cellular,22,8,0.01,8,-1,0,unknown,0,above 50yrs
51,blue-collar,divorced,1,0,886,0,0,unknown,17,6,0.05,1,-1,0,unknown,0,above 50yrs
40,entrepreneur,married,2,0,264,1,0,unknown,14,5,0.06,2,-1,0,unknown,0,25-50yrs
47,admin.,married,3,0,2279,1,1,cellular,27,5,0.04,1,-1,0,unknown,0,25-50yrs
42,technician,married,2,0,738,0,0,unknown,20,6,0.01,3,-1,0,unknown,0,25-50yrs
45,entrepreneur,married,3,0,169,0,0,cellular,7,8,0.11,4,-1,0,unknown,0,25-50yrs
60,admin.,married,2,0,438,1,0,telephone,28,1,0.05,2,-1,0,unknown,0,above 50yrs
54,management,married,2,0,1394,1,0,unknown,15,5,0.12,5,-1,0,unknown,0,above 50yrs
37,self-employed,single,3,0,2441,1,1,cellular,7,5,0.07,1,-1,0,unknown,0,25-50yrs
52,blue-collar,married,1,0,0,1,0,cellular,31,7,0.0,28,-1,0,unknown,0,above 50yrs
59,unknown,married,0,0,1500,0,0,cellular,16,11,0.08,1,104,2,failure,0,above 50yrs
27,admin.,married,3,0,565,1,0,cellular,2,7,0.04,1,-1,0,unknown,0,25-50yrs
34,technician,single,3,0,2733,0,0,cellular,14,7,0.17,1,-1,0,unknown,1,25-50yrs
31,admin.,single,2,0,140,1,1,cellular,5,5,0.03,1,-1,0,unknown,0,25-50yrs
31,technician,single,3,0,665,1,0,cellular,4,2,0.04,1,-1,0,unknown,0,25-50yrs
29,services,single,2,0,32,1,0,unknown,4,6,0.16,1,-1,0,unknown,1,25-50yrs
47,blue-collar,married,1,0,554,1,0,unknown,4,6,0.02,1,-1,0,unknown,0,25-50yrs
44,technician,married,2,0,381,1,0,cellular,9,7,0.03,1,-1,0,unknown,0,25-50yrs
29,admin.,divorced,2,0,891,0,0,unknown,12,5,0.23,1,-1,0,unknown,0,25-50yrs
35,management,divorced,3,0,141,0,1,cellular,20,11,0.2,1,-1,0,unknown,1,25-50yrs
50,housemaid,single,2,0,799,0,0,telephone,28,1,0.02,1,-1,0,unknown,0,25-50yrs
30,management,single,3,0,199,0,1,cellular,28,7,0.04,7,-1,0,unknown,0,25-50yrs
36,technician,married,2,0,4613,0,0,cellular,2,4,0.09,1,134,2,failure,0,25-50yrs
30,admin.,married,2,0,490,1,0,cellular,3,2,0.02,6,251,4,other,0,25-50yrs
60,retired,married,2,0,2077,1,0,unknown,14,5,0.05,1,-1,0,unknown,0,above 50yrs
51,management,single,3,0,417,1,0,unknown,9,5,0.0,1,-1,0,unknown,0,above 50yrs
57,housemaid,married,1,0,625,0,1,unknown,11,6,0.24,1,-1,0,unknown,1,above 50yrs
50,management,married,3,0,253,0,0,cellular,28,5,0.14,9,-1,0,unknown,1,25-50yrs
53,self-employed,married,3,0,290,0,1,cellular,24,7,0.08,3,-1,0,unknown,0,above 50yrs
48,management,divorced,3,0,657,0,1,cellular,29,1,0.07,2,-1,0,unknown,0,25-50yrs
36,technician,single,2,0,317,1,0,cellular,30,1,0.06,2,266,2,failure,0,25-50yrs
39,technician,married,2,0,4444,1,0,unknown,21,5,0.07,1,-1,0,unknown,0,25-50yrs
35,blue-collar,married,1,0,319,1,0,cellular,16,7,0.06,1,-1,0,unknown,0,25-50yrs
32,services,single,2,0,0,0,0,cellular,29,1,0.03,1,-1,0,unknown,0,25-50yrs
40,blue-collar,married,0,0,874,0,0,unknown,14,5,0.02,1,-1,0,unknown,0,25-50yrs
45,housemaid,married,1,0,1526,1,0,telephone,28,1,0.03,1,-1,0,unknown,0,25-50yrs
49,blue-collar,married,1,0,737,0,0,cellular,13,8,0.03,2,-1,0,unknown,0,25-50yrs
36,blue-collar,married,2,0,0,1,0,cellular,17,11,0.08,2,131,1,failure,0,25-50yrs
48,blue-collar,divorced,2,0,4597,1,0,cellular,10,7,0.08,1,-1,0,unknown,0,25-50yrs
60,retired,divorced,3,0,1349,0,1,unknown,26,6,0.06,2,-1,0,unknown,0,above 50yrs
28,student,single,2,0,67,0,0,cellular,20,8,0.09,3,199,2,other,1,25-50yrs
53,management,married,3,0,952,1,1,cellular,18,11,0.03,3,-1,0,unknown,0,above 50yrs
60,technician,married,2,0,1139,0,0,cellular,6,2,0.02,2,207,2,failure,0,above 50yrs
43,management,married,3,0,460,0,1,cellular,7,7,0.03,1,-1,0,unknown,0,25-50yrs
48,technician,married,2,0,480,0,1,cellular,23,7,0.1,1,-1,0,unknown,0,25-50yrs
32,services,single,2,0,-1139,1,0,cellular,7,7,0.06,1,-1,0,unknown,0,25-50yrs
29,management,married,3,0,0,1,0,telephone,15,7,0.03,2,-1,0,unknown,0,25-50yrs
52,unemployed,married,2,0,5091,0,0,cellular,26,5,0.09,1,-1,0,unknown,0,above 50yrs
34,blue-collar,married,2,0,393,1,0,cellular,5,5,0.0,9,-1,0,unknown,0,25-50yrs
26,services,single,2,0,1050,1,0,unknown,2,6,0.03,3,-1,0,unknown,0,25-50yrs
51,management,married,3,0,5108,1,0,cellular,8,10,0.08,1,102,8,other,0,above 50yrs
58,unknown,married,3,0,327,0,0,telephone,18,1,0.03,4,-1,0,unknown,0,above 50yrs
32,entrepreneur,divorced,2,0,-934,1,0,cellular,18,11,0.01,1,-1,0,unknown,0,25-50yrs
40,blue-collar,divorced,2,0,0,1,0,unknown,6,5,0.03,2,-1,0,unknown,0,25-50yrs
55,technician,divorced,2,0,0,0,0,unknown,5,5,0.04,1,-1,0,unknown,0,above 50yrs
43,admin.,married,2,0,-879,1,0,unknown,20,6,0.06,4,-1,0,unknown,0,25-50yrs
45,technician,single,3,0,591,1,0,unknown,26,5,0.05,1,-1,0,unknown,0,25-50yrs
34,management,married,3,0,651,0,0,cellular,20,8,0.04,4,-1,0,unknown,0,25-50yrs
36,housemaid,married,2,0,409,1,0,cellular,8,5,0.03,2,-1,0,unknown,0,25-50yrs
33,technician,married,2,0,1630,1,0,unknown,21,5,0.03,1,-1,0,unknown,0,25-50yrs
27,blue-collar,single,2,0,71,1,0,unknown,13,5,0.05,1,-1,0,unknown,0,25-50yrs
28,admin.,single,2,0,520,1,0,cellular,30,11,0.03,1,168,1,failure,0,25-50yrs
27,technician,single,2,0,489,1,0,cellular,30,7,0.1,4,-1,0,unknown,1,25-50yrs
36,management,single,3,0,891,1,0,unknown,29,5,0.06,5,-1,0,unknown,0,25-50yrs
47,blue-collar,married,2,0,2944,0,0,cellular,21,11,0.02,7,154,5,failure,0,25-50yrs
58,management,single,3,0,331,0,1,cellular,28,7,0.02,3,-1,0,unknown,0,above 50yrs
30,admin.,single,2,0,382,1,0,cellular,19,11,0.1,1,191,1,failure,0,25-50yrs
37,technician,married,3,1,-681,1,1,cellular,11,8,0.08,3,-1,0,unknown,0,25-50yrs
48,technician,married,0,0,5543,0,0,unknown,16,6,0.04,5,-1,0,unknown,0,25-50yrs
41,admin.,single,2,0,1322,1,0,cellular,29,1,0.02,1,266,1,failure,0,25-50yrs
28,technician,single,3,0,183,1,1,unknown,28,5,0.02,2,-1,0,unknown,0,25-50yrs
45,admin.,married,2,0,205,0,0,cellular,3,2,0.1,1,92,1,success,1,25-50yrs
41,management,divorced,3,0,4329,1,0,cellular,13,8,0.16,4,-1,0,unknown,0,25-50yrs
39,blue-collar,married,2,0,497,0,0,unknown,6,6,0.03,4,-1,0,unknown,0,25-50yrs
29,entrepreneur,single,3,0,430,0,1,cellular,29,1,0.17,2,-1,0,unknown,0,25-50yrs
43,management,married,3,0,228,1,0,cellular,2,2,0.02,1,-1,0,unknown,0,25-50yrs
47,management,married,3,0,288,0,0,cellular,1,10,0.03,1,-1,0,unknown,1,25-50yrs
39,management,married,2,0,763,0,0,cellular,19,11,0.1,1,153,2,other,0,25-50yrs
42,blue-collar,married,2,0,490,1,0,unknown,5,5,0.11,2,-1,0,unknown,0,25-50yrs
41,admin.,married,2,0,0,1,0,unknown,6,5,0.04,3,-1,0,unknown,0,25-50yrs
59,retired,married,1,0,0,0,0,cellular,22,8,0.1,1,-1,0,unknown,0,above 50yrs
35,blue-collar,married,2,0,731,1,0,cellular,20,4,0.05,2,-1,0,unknown,0,25-50yrs
61,blue-collar,divorced,1,0,1428,1,0,unknown,5,5,0.02,2,-1,0,unknown,0,above 50yrs
45,technician,married,1,0,3388,0,0,unknown,19,6,0.01,7,-1,0,unknown,0,25-50yrs
32,technician,single,2,0,1107,0,0,cellular,27,8,0.03,8,-1,0,unknown,0,25-50yrs
36,blue-collar,married,2,0,576,1,0,cellular,10,7,0.08,2,-1,0,unknown,0,25-50yrs
42,technician,married,2,0,-350,1,1,unknown,30,5,0.04,1,-1,0,unknown,0,25-50yrs
41,blue-collar,married,1,0,620,0,0,cellular,28,1,0.09,1,-1,0,unknown,0,25-50yrs
34,management,married,3,0,4859,0,0,cellular,20,8,0.07,2,112,2,failure,0,25-50yrs
41,housemaid,married,1,0,3291,1,0,unknown,15,5,0.03,4,-1,0,unknown,0,25-50yrs
38,blue-collar,married,2,0,13849,1,0,cellular,9,4,0.08,4,321,5,failure,0,25-50yrs
41,management,married,3,0,472,1,0,cellular,10,7,0.22,1,-1,0,unknown,0,25-50yrs
51,technician,divorced,2,0,2323,1,1,cellular,18,8,0.04,10,-1,0,unknown,0,above 50yrs
41,management,single,3,0,8368,0,0,unknown,11,6,0.05,1,-1,0,unknown,0,25-50yrs
46,admin.,divorced,3,0,-363,0,1,cellular,30,7,0.03,11,-1,0,unknown,0,25-50yrs
46,entrepreneur,married,3,0,0,1,1,cellular,6,5,0.01,1,-1,0,unknown,0,25-50yrs
27,management,single,3,0,948,1,0,cellular,12,3,0.03,2,207,1,failure,0,25-50yrs
31,services,divorced,2,0,1301,1,0,cellular,13,5,0.04,3,-1,0,unknown,0,25-50yrs
28,student,single,2,0,305,0,0,cellular,7,7,0.17,1,-1,0,unknown,0,25-50yrs
27,admin.,single,3,0,662,0,0,cellular,30,4,0.01,1,-1,0,unknown,0,25-50yrs
45,entrepreneur,married,3,0,369,1,0,unknown,19,5,0.05,2,-1,0,unknown,0,25-50yrs
42,management,married,0,0,1333,1,0,unknown,14,5,0.13,2,-1,0,unknown,0,25-50yrs
30,management,single,3,0,685,0,0,cellular,5,8,0.08,2,-1,0,unknown,0,25-50yrs
30,admin.,single,3,0,536,1,0,cellular,23,7,0.02,1,-1,0,unknown,0,25-50yrs
26,management,single,2,0,609,1,0,cellular,21,7,0.16,1,-1,0,unknown,0,25-50yrs
45,retired,divorced,2,0,187,1,0,cellular,11,5,0.02,2,-1,0,unknown,0,25-50yrs
57,unemployed,married,2,0,7357,0,0,cellular,5,2,0.17,1,-1,0,unknown,0,above 50yrs
42,entrepreneur,married,1,0,759,1,0,telephone,13,5,0.02,1,343,10,failure,0,25-50yrs
55,housemaid,married,1,0,1642,0,0,cellular,13,8,0.08,2,-1,0,unknown,0,above 50yrs
42,blue-collar,married,0,0,524,0,0,unknown,17,6,0.06,1,-1,0,unknown,0,25-50yrs
33,management,single,3,1,-5,0,0,cellular,18,8,0.04,4,-1,0,unknown,0,25-50yrs
38,blue-collar,married,2,0,8444,1,0,cellular,17,4,0.01,2,324,1,other,0,25-50yrs
21,student,single,2,0,2488,0,0,cellular,12,10,0.05,1,-1,0,unknown,1,under 25yrs
58,blue-collar,single,2,0,119,1,1,cellular,12,5,0.27,1,-1,0,unknown,1,above 50yrs
45,management,single,3,0,311,1,1,cellular,22,5,0.02,1,-1,0,unknown,0,25-50yrs
41,blue-collar,married,1,0,1172,1,0,unknown,15,5,0.04,1,-1,0,unknown,0,25-50yrs
40,technician,married,2,0,56,1,1,cellular,29,1,0.05,1,247,1,failure,0,25-50yrs
33,management,married,0,0,18347,1,0,unknown,23,5,0.12,1,-1,0,unknown,0,25-50yrs
32,blue-collar,married,2,0,1780,1,0,unknown,23,5,0.03,4,-1,0,unknown,0,25-50yrs
39,technician,married,2,0,61,0,0,cellular,19,8,0.09,2,-1,0,unknown,0,25-50yrs
32,blue-collar,married,2,0,1914,1,0,cellular,14,5,0.15,1,358,1,failure,0,25-50yrs
56,management,divorced,3,0,535,1,0,cellular,24,7,0.02,1,-1,0,unknown,0,above 50yrs
50,management,single,3,0,267,0,0,unknown,17,6,0.09,2,-1,0,unknown,0,25-50yrs
40,blue-collar,married,1,0,2805,1,0,cellular,14,5,0.05,6,353,23,failure,0,25-50yrs
27,admin.,married,2,1,-517,1,0,cellular,14,7,0.05,3,-1,0,unknown,0,25-50yrs
88,retired,married,1,0,648,0,0,telephone,3,9,0.09,1,-1,0,unknown,0,above 50yrs
25,management,single,3,0,943,0,0,cellular,30,4,0.14,1,-1,0,unknown,1,under 25yrs
37,management,married,3,0,0,0,0,cellular,25,8,0.03,4,-1,0,unknown,0,25-50yrs
31,admin.,single,2,0,8626,0,0,cellular,25,5,0.04,1,111,1,failure,0,25-50yrs
49,technician,married,2,0,148,0,0,unknown,19,6,0.0,1,-1,0,unknown,0,25-50yrs
35,blue-collar,married,1,0,1116,1,0,unknown,12,6,0.03,1,-1,0,unknown,0,25-50yrs
28,management,single,3,0,223,1,0,cellular,1,6,0.08,1,278,3,success,1,25-50yrs
43,admin.,single,2,0,733,1,0,cellular,19,11,0.31,3,-1,0,unknown,1,25-50yrs
39,technician,divorced,2,0,1972,1,0,cellular,9,2,0.02,3,-1,0,unknown,0,25-50yrs
39,admin.,married,2,0,3732,1,0,cellular,18,11,0.14,1,181,2,failure,0,25-50yrs
56,admin.,married,2,0,292,1,0,unknown,28,5,0.06,9,-1,0,unknown,0,above 50yrs
58,retired,married,2,0,35,0,0,cellular,29,7,0.09,7,-1,0,unknown,0,above 50yrs
42,services,single,2,0,182,0,1,cellular,21,7,0.11,2,-1,0,unknown,0,25-50yrs
26,blue-collar,single,2,0,26,1,1,cellular,15,5,0.25,1,-1,0,unknown,1,25-50yrs
46,technician,single,2,0,401,0,0,unknown,19,8,0.02,2,-1,0,unknown,0,25-50yrs
58,housemaid,divorced,1,0,0,0,0,cellular,11,7,0.27,2,-1,0,unknown,0,above 50yrs
58,retired,married,1,0,5506,0,0,telephone,29,7,0.02,4,-1,0,unknown,0,above 50yrs
21,admin.,single,3,0,242,0,1,cellular,26,3,0.04,4,-1,0,unknown,0,under 25yrs
31,technician,single,2,0,0,0,0,cellular,29,8,0.04,2,-1,0,unknown,0,25-50yrs
56,technician,married,2,0,589,1,0,cellular,18,11,0.06,1,26,3,success,0,above 50yrs
42,entrepreneur,single,2,0,1049,1,1,cellular,20,4,0.05,1,-1,0,unknown,0,25-50yrs
45,blue-collar,married,1,0,692,1,1,cellular,27,8,0.03,4,-1,0,unknown,0,25-50yrs
39,blue-collar,married,2,0,138,0,0,unknown,9,6,0.02,2,-1,0,unknown,0,25-50yrs
23,blue-collar,married,2,0,0,1,0,cellular,14,5,0.06,1,-1,0,unknown,0,under 25yrs
43,admin.,single,3,0,664,1,0,cellular,17,4,0.03,1,-1,0,unknown,0,25-50yrs
33,self-employed,single,2,0,238,1,1,cellular,5,2,0.01,5,-1,0,unknown,0,25-50yrs
55,admin.,married,2,0,541,1,1,cellular,14,7,0.14,3,-1,0,unknown,0,above 50yrs
40,entrepreneur,divorced,3,0,224,0,0,unknown,20,6,0.17,1,-1,0,unknown,0,25-50yrs
42,admin.,married,2,0,1455,1,0,cellular,6,5,0.1,4,-1,0,unknown,0,25-50yrs
39,management,divorced,3,0,155,1,0,cellular,20,11,0.01,6,153,26,failure,0,25-50yrs
30,student,single,3,0,3026,0,0,cellular,23,7,0.07,1,535,1,failure,1,25-50yrs
36,technician,married,3,0,4596,1,0,cellular,16,4,0.25,2,-1,0,unknown,1,25-50yrs
38,unemployed,single,3,0,0,0,0,cellular,6,2,0.01,2,-1,0,unknown,0,25-50yrs
39,entrepreneur,married,3,0,942,1,0,cellular,14,8,0.24,3,267,1,other,1,25-50yrs
32,services,divorced,2,0,264,0,0,cellular,10,7,0.02,1,-1,0,unknown,0,25-50yrs
71,retired,married,3,0,14220,1,0,cellular,9,9,0.11,1,-1,0,unknown,1,above 50yrs
70,retired,married,1,0,2346,0,0,cellular,24,8,0.05,3,194,2,success,0,above 50yrs
48,blue-collar,married,2,0,647,0,0,cellular,29,8,0.02,8,-1,0,unknown,0,25-50yrs
56,admin.,married,2,0,1270,1,0,cellular,17,11,0.02,2,165,2,other,0,above 50yrs
46,blue-collar,married,1,0,2023,1,0,cellular,21,11,0.03,1,-1,0,unknown,0,25-50yrs
33,technician,married,2,0,73,1,0,cellular,2,7,0.06,1,-1,0,unknown,1,25-50yrs
31,technician,single,3,0,-1,0,0,cellular,21,8,0.03,4,-1,0,unknown,0,25-50yrs
51,technician,married,2,0,330,1,0,unknown,13,5,0.02,4,-1,0,unknown,0,above 50yrs
37,services,married,2,0,1,0,0,unknown,15,5,0.11,2,-1,0,unknown,0,25-50yrs
50,blue-collar,married,1,0,533,0,0,cellular,21,8,0.06,4,-1,0,unknown,0,25-50yrs
38,management,married,3,0,3724,1,0,cellular,27,8,0.01,10,-1,0,unknown,0,25-50yrs
76,retired,married,1,0,2223,0,0,telephone,4,2,0.12,1,-1,0,unknown,1,above 50yrs
41,technician,single,3,0,431,0,0,cellular,23,7,0.05,1,88,5,failure,1,25-50yrs
41,blue-collar,divorced,1,0,2195,1,0,unknown,3,6,0.06,5,-1,0,unknown,0,25-50yrs
48,technician,married,2,0,98,0,0,cellular,27,8,0.04,4,-1,0,unknown,0,25-50yrs
45,management,divorced,3,0,959,0,0,unknown,18,6,0.02,1,-1,0,unknown,0,25-50yrs
30,management,single,3,0,2995,1,0,cellular,18,11,0.09,1,-1,0,unknown,0,25-50yrs
33,technician,single,2,0,313,1,0,unknown,21,5,0.08,2,-1,0,unknown,0,25-50yrs
47,blue-collar,single,1,0,355,1,0,cellular,14,5,0.04,3,366,1,failure,0,25-50yrs
27,management,single,3,0,3347,0,0,cellular,18,5,0.09,1,-1,0,unknown,0,25-50yrs
36,management,married,3,0,85,0,0,cellular,19,8,0.07,3,-1,0,unknown,0,25-50yrs
58,retired,married,2,0,3542,1,0,telephone,29,7,0.1,17,-1,0,unknown,0,above 50yrs
42,management,married,3,0,1686,1,1,cellular,20,4,0.14,4,-1,0,unknown,0,25-50yrs
31,admin.,married,3,0,608,1,0,cellular,29,4,0.02,2,-1,0,unknown,0,25-50yrs
22,technician,single,2,0,890,1,0,cellular,20,4,0.08,2,-1,0,unknown,0,under 25yrs
31,self-employed,single,3,0,3361,0,0,cellular,19,11,0.13,2,-1,0,unknown,0,25-50yrs
54,technician,married,0,0,0,0,0,cellular,30,1,0.14,1,-1,0,unknown,0,above 50yrs
34,unemployed,married,2,0,0,0,1,unknown,26,6,0.13,2,-1,0,unknown,0,25-50yrs
30,services,married,2,0,80,1,0,unknown,8,5,0.05,2,-1,0,unknown,0,25-50yrs
35,management,married,3,1,0,1,1,cellular,21,11,0.02,1,-1,0,unknown,0,25-50yrs
45,technician,married,2,0,398,1,0,cellular,29,1,0.06,1,246,5,failure,0,25-50yrs
28,unemployed,single,2,0,538,0,0,cellular,4,6,0.03,3,-1,0,unknown,0,25-50yrs
50,blue-collar,married,2,1,-812,0,1,cellular,5,2,0.0,8,-1,0,unknown,0,25-50yrs
52,blue-collar,married,2,0,1117,1,0,cellular,13,5,0.1,1,-1,0,unknown,0,above 50yrs
61,retired,married,2,0,5196,0,0,telephone,16,3,0.07,2,95,4,other,0,above 50yrs
48,unemployed,divorced,2,0,201,0,0,cellular,11,8,0.04,1,-1,0,unknown,1,25-50yrs
39,self-employed,married,3,0,-3058,1,1,cellular,17,4,0.24,3,-1,0,unknown,1,25-50yrs
37,admin.,married,2,0,529,1,0,cellular,16,9,0.06,1,149,2,other,0,25-50yrs
33,blue-collar,single,2,0,-366,1,0,unknown,28,5,0.02,4,-1,0,unknown,0,25-50yrs
31,student,single,3,0,4951,0,0,cellular,17,9,0.08,3,81,3,failure,1,25-50yrs
32,management,married,3,0,3651,1,0,cellular,20,11,0.04,3,-1,0,unknown,0,25-50yrs
42,self-employed,married,3,0,1385,0,0,cellular,25,8,0.0,19,-1,0,unknown,0,25-50yrs
33,student,single,3,0,254,1,0,unknown,29,5,0.16,13,-1,0,unknown,0,25-50yrs
30,admin.,married,2,0,0,0,0,cellular,15,7,0.04,5,-1,0,unknown,0,25-50yrs
37,management,married,3,0,1353,1,0,cellular,19,11,0.03,1,-1,0,unknown,0,25-50yrs
41,services,married,1,0,812,1,1,cellular,29,7,0.03,3,-1,0,unknown,0,25-50yrs
51,blue-collar,married,1,0,230,1,0,unknown,6,5,0.19,1,-1,0,unknown,0,above 50yrs
42,management,divorced,1,0,0,1,0,cellular,19,11,0.02,5,-1,0,unknown,0,25-50yrs
55,technician,single,2,0,11,0,0,unknown,20,6,0.0,2,-1,0,unknown,0,above 50yrs
49,management,married,3,0,596,1,0,cellular,3,4,0.16,2,-1,0,unknown,0,25-50yrs
47,admin.,single,1,0,683,0,0,cellular,17,4,0.02,1,148,1,failure,0,25-50yrs
36,self-employed,single,2,0,1173,1,1,unknown,20,6,0.01,5,-1,0,unknown,0,25-50yrs
